127.0.0.1 - - [11/Apr/2020:08:14:37 -0300] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:50:35 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7372
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:50:35 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:50:37 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7371
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:50:37 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/ HTTP/1.1" 200 7940
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/style.css;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=css HTTP/1.1" 200 270
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.css;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=primefaces&v=4.0 HTTP/1.1" 200 542
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery.js;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=primefaces&v=4.0 HTTP/1.1" 200 105493
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.css;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=primefaces&v=4.0 HTTP/1.1" 200 53386
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.js;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=primefaces&v=4.0 HTTP/1.1" 200 277201
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery-plugins.js;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=primefaces&v=4.0 HTTP/1.1" 200 220747
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.js;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=primefaces&v=4.0 HTTP/1.1" 200 87653
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /Farmacia/faces/javax.faces.resource/scripts.js;jsessionid=7FB211A3DC84E93942D886BFD6E99929?ln=js HTTP/1.1" 200 254
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:12 -0300] "GET /drogariasfarmacias.jpg HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:16 -0300] "GET /Farmacia/faces/pages/index.xhtml;jsessionid=7FB211A3DC84E93942D886BFD6E99929 HTTP/1.1" 200 7367
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:16 -0300] "GET /drogariasfarmacias.jpg HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:20 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7367
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:20 -0300] "GET /drogariasfarmacias.jpg HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:24 -0300] "GET /Farmacia HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:24 -0300] "GET /Farmacia/ HTTP/1.1" 200 7367
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:24 -0300] "GET /drogariasfarmacias.jpg HTTP/1.1" 404 995
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:44 -0300] "GET /Farmacia/ HTTP/1.1" 200 7375
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:44 -0300] "GET /pages/drogariasfarmacias.jpg HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:53 -0300] "GET /Farmacia/ HTTP/1.1" 200 7374
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:53 -0300] "GET /pages/drogariasfarmacias.jpg HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/ HTTP/1.1" 200 7374
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/theme.css?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/style.css?ln=css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.css?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.css?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/scripts.js?ln=js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /pages/drogariasfarmacias.jpg HTTP/1.1" 404 1007
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-bg_gloss-wave_20_111111_500x100.png?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:51:55 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-icons_9ccdfc_256x240.png?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:52:16 -0300] "GET /Farmacia/ HTTP/1.1" 200 7373
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:52:16 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:52:24 -0300] "GET /Farmacia/ HTTP/1.1" 200 7372
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:52:24 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:03 -0300] "GET /Farmacia/ HTTP/1.1" 200 7398
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:03 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:12 -0300] "GET /Farmacia/ HTTP/1.1" 200 7398
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:12 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:30 -0300] "GET /Farmacia/ HTTP/1.1" 200 7372
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:30 -0300] "GET /img/drogariasfarmacias.jpg HTTP/1.1" 404 1003
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:46 -0300] "GET /Farmacia/ HTTP/1.1" 200 7279
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:50 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7276
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:53:54 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7276
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:56:10 -0300] "GET /Farmacia/ HTTP/1.1" 200 7645
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:35 -0300] "GET /Farmacia/ HTTP/1.1" 200 7316
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:35 -0300] "GET /Farmacia/img/systemfarmacia.jpg HTTP/1.1" 404 1013
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:39 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7318
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:39 -0300] "GET /Farmacia/faces/pages/img/systemfarmacia.jpg HTTP/1.1" 500 2005
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:41 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7318
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:41 -0300] "GET /Farmacia/faces/pages/img/systemfarmacia.jpg HTTP/1.1" 500 2005
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:42 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7317
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:42 -0300] "GET /Farmacia/faces/pages/img/systemfarmacia.jpg HTTP/1.1" 500 2005
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7327
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/theme.css?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/style.css?ln=css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.css?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.css?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/scripts.js?ln=js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/pages/resources/img/systemfarmacia.jpg HTTP/1.1" 500 2005
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-bg_gloss-wave_20_111111_500x100.png?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:57:56 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-icons_9ccdfc_256x240.png?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7327
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/theme.css?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/style.css?ln=css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.css?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.css?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/jquery/jquery-plugins.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/primefaces.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/layout/layout.js?ln=primefaces&v=4.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/scripts.js?ln=js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /resources/img/systemfarmacia.jpg HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-icons_9ccdfc_256x240.png?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:06 -0300] "GET /Farmacia/faces/javax.faces.resource/images/ui-bg_gloss-wave_20_111111_500x100.png?ln=primefaces-dot-luv HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:21 -0300] "GET /Farmacia/ HTTP/1.1" 200 7327
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:22 -0300] "GET /resources/img/systemfarmacia.jpg HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:45 -0300] "GET /Farmacia/ HTTP/1.1" 200 6493
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:58:45 -0300] "GET /resources/img/systemfarmacia.jpg HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:59:14 -0300] "GET /Farmacia/ HTTP/1.1" 200 6494
0:0:0:0:0:0:0:1 - - [11/Apr/2020:08:59:14 -0300] "GET /resources/img/systemfarmacia.jpg HTTP/1.1" 404 1015
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:00:21 -0300] "GET /Farmacia/ HTTP/1.1" 500 3643
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:06 -0300] "GET /Farmacia/ HTTP/1.1" 200 6543
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:36 -0300] "GET /Farmacia/ HTTP/1.1" 200 7378
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:43 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7377
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:45 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7378
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:46 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7377
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:47 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7378
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:51 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20971
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:54 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7378
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:56 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23956
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:03:58 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7378
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:04:03 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7377
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:05:04 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7390
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:05:16 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7391
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:05:22 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7390
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:05:39 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7391
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:06:01 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23961
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:07:57 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7391
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:08:18 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:09:25 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:09:28 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:09:31 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23961
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:09:35 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:10:01 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:10:07 -0300] "GET /Farmacia/ HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:11:17 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:11:23 -0300] "GET /Farmacia/ HTTP/1.1" 500 3635
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:11:39 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7748
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:12:32 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7832
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:13:11 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7847
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:20:07 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7858
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:20:15 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7858
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:20:26 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:20:37 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7856
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:20:51 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:20:56 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:21:04 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:21:12 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7856
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:21:19 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:21:35 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:21:44 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7862
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:22:01 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:22:10 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7858
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:22:47 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:22:54 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7860
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:23:04 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7858
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:23:06 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7856
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:24:38 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 500 3404
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:24:52 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7911
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:24:54 -0300] "POST /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:29:35 -0300] "GET /Farmacia/ HTTP/1.1" 200 7648
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:29:51 -0300] "GET /Farmacia/ HTTP/1.1" 200 7650
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:30:07 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7650
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:24 -0300] "GET /Farmacia/faces/pages/index.xhtml HTTP/1.1" 200 7648
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:28 -0300] "GET /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 20749
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:33 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:40 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 8792
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:44 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 433
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:46 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 7181
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:47 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 519
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:49 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:50 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:31:50 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 8779
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:32:59 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:32:59 -0300] "POST /Farmacia/faces/pages/providers.xhtml HTTP/1.1" 200 10358
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:02 -0300] "GET /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 23744
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:04 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:04 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24029
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:09 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1319
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:10 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24024
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:13 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1318
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:33:14 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24024
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:34:31 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:10 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24013
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:14 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:18 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 285
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:22 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:23 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24013
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:28 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:28 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 24013
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:52 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:36:56 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 285
0:0:0:0:0:0:0:1 - - [11/Apr/2020:09:37:05 -0300] "POST /Farmacia/faces/pages/products.xhtml HTTP/1.1" 200 1322
